"genes"	"custom_sample1"	"custom_sample2"	"custom_sample3"	"custom_sample4"	"custom_sample5"	"custom_sample6"	"custom_sample7"	"custom_sample8"
"AK1"	20.1899918736377	9.99063767361307	5.19679365956717	33.523410691565	8.42811917335136	19.8108921782478	12.427996118364	21.4099424544175
"CDC37L1"	14.1310775134309	18.3543265332616	3.55734814825714	15.5609624721101	52.7839108995256	21.1227200535732	4.02918176476452	4.28286254571984
"RLN2"	8.41437459299029	0	0	3.70957644887727	3.14352423765299	2.57851481685532	0	0.963111653405378
"RLN1"	0	0.792619976172729	0	0	6.07598158024847	0	0	0
"PLGRKT"	8.03646175743397	57.8636756832991	13.6133134139818	18.9481823037559	23.5798414925421	25.8143833311767	36.2945460079711	35.142326658005
"TBC1D13"	3.91836458857483	1.84279737774131	9.4510852324815	6.81831008015465	4.56160802677803	0	1.90183399675454	0
"RIC1"	0	13.9089809663111	10.437689721507	9.71207015485361	10.3665524797307	0	4.34594141303129	0
"KDM4C"	16.254767652458	17.4026832583889	8.50443151595859	33.2057153895143	11.1876462733553	10.7420507274269	9.11478311031456	0.963111653405378
"DOCK8"	30.8965359330824	47.1888603220398	65.2201728885729	42.9622996445879	56.3901435852045	85.2052517453338	52.2279238397017	68.9720972466961
"KANK1"	0	1.86982211847557	5.4927358305057	0	2.52953672840794	0	2.91888225023584	1.71373865105325
"ELAVL2"	0	0	0	0	0	0	0	0
"NCS1"	0	0	0	0	0	0	0	0
"TESK1"	2.42222693873454	14.4320289615839	13.2806224349057	12.9304582490503	3.24480140498852	15.1766975286534	7.86703881001969	0
"KCNT1"	0	0	0	0	0	0	0	0
"CA9"	0	0	0	0	0	0	0	0
"FUBP3"	4.34669261193739	10.9180777166294	10.349617988826	12.1760959675269	0	6.90323235088112	13.025509109889	9.10425781999399
"TYRP1"	0	0	0	0	0	0	0	0
"CREB3"	54.0142503786052	20.9434997941063	9.0390012487551	21.6090033516606	4.83169890026768	21.2826304102434	22.9959775201692	11.8664524480494
"RGP1"	28.0319800967834	18.5157127248888	4.80273934533915	14.6901809958011	26.2625771772676	16.7182482830981	2.49725372574013	1.38313651372332
"MPDZ"	0	0	0	0	0	0	0	0
"DDX58"	5.26565502636443	9.69101893191058	4.96057580277519	32.4765613509573	10.0850317085921	2.8011147220174	9.81866952412516	21.0767422239532
"EDF1"	254.245787727877	421.066739418719	424.447469973268	285.609405021983	306.944481231207	272.383280820777	389.05972624638	333.497958485879
"PIP5K1B"	7.63419121661598	0	0	0.406904703817399	0	0	3.00877993529833	2.57859417885212
"GLIS3"	0	0.407257781317234	0	0	20.6936028692137	0	0	0
"BAG1"	59.3091160233922	107.153823651021	47.8932359949592	56.218210391645	45.0865740454099	54.9310015913984	72.9487685496517	77.3014242813877
"RAPGEF1"	28.378228265926	28.9944829794873	55.8982815316989	5.7334241629873	17.4052482771364	8.31604303761869	53.7621681967509	10.4167100104112
"NPDC1"	2.70502835610682	10.1247394829001	3.17680928089489	0	25.9204826146586	15.7934222594995	8.93161060576652	39.506575766151
"APBA1"	0	2.93200377607555	0	0	0	0	0	0
"SETX"	36.8464819435237	41.0682691209231	35.251865009715	42.561945576023	7.32133704475084	39.8578440914649	30.5353003797702	30.4698159806922
"SH3GL2"	0	0	0	0	0	0	0	0
"PTGDS"	2.35690075578902	21.8026540774462	23.0208699118498	79.6148445689313	3.25702670993547	21.4055474553226	21.0672700520223	11.3769595496957
"ABCA2"	8.6441189455982	4.92762209994838	0	15.4944022228403	0	10.5614233514825	3.17868825325876	0
"SHB"	0	13.1294399386061	3.30587437026698	0	0	0	6.19720090510362	0
"UBE2R2"	12.2998936512305	53.3660878765747	70.9814124986243	16.920931681671	13.4954303629356	42.8316968792055	52.4139702509666	1.38313651372332
"ABHD17B"	28.5203308884695	3.29887882818152	4.90845608869181	41.7219845387778	26.0081175293837	32.4157910431611	6.55749271542134	27.3642468710454
"EXOSC3"	26.7176518527515	37.8308697711321	18.9380479355282	25.1104798249416	29.0081685183799	34.3279598221781	16.5627868665694	26.0525920963436
"ZFAND5"	101.98597713465	213.319912086508	672.523731512122	83.5754931613043	109.228223438011	113.079305907629	636.680897010274	150.243400669952
"DVL1"	0	7.72162685542018	1.00134650629064	3.79485410699089	0	8.08854080296137	8.48856557255742	1.38313651372332
"PDLIM1"	79.1661777795157	133.399415992584	20.7427996280563	19.0618135920877	14.8945049348466	38.455204676976	31.1710054155777	13.6159070441394
"CCNJ"	0	1.87037262031306	5.24798263631031	0	0	0	7.66009478270776	0
"DNTT"	0	0	0	0	0	0	0	0
"GATA3"	2.21293185832032	0.372064190905812	0	29.5283490233752	19.5568847222428	106.164111626765	0	128.165738756164
"ATRNL1"	0	0	0	0	0	0	0	0
"HPS1"	39.9228921149237	36.8327567092508	24.3646096291963	41.3603746120975	31.3365241767972	36.7222970210548	46.0354042814004	21.3252531464242
"PHYH"	2.35690075578902	46.4682714180971	39.2858272113124	5.31385572611157	67.8173258458928	46.6783666051774	41.0505518923301	34.8048217648385
"RASSF4"	2.21293185832032	53.9978193620354	44.6149812866065	15.9883412518181	0	8.34183774606631	116.586777085465	0
"DNMBP"	4.27763819845994	9.47863685582857	16.5188875201187	0	0	0	15.7185448074677	0
"RAB11FIP2"	15.9101195438356	7.61846360931531	11.0538076891848	17.1614485159774	12.878122602131	0	8.20188529987445	11.9445024384166
"CXCL12"	0	6.62173869218821	0	0	0	0	0	25.252915992237
"ERLIN1"	13.1451594927975	12.2725107478785	3.47762612506832	0	3.86642937996833	4.95523267373891	5.83360995017847	18.4794366231244
"EIF3A"	102.291875534733	65.4753401638897	122.002279146748	90.0910682690333	72.3644910393584	56.4028223191097	119.334054815729	114.061908778874
"PKD2L1"	0	3.8937456466397	0	0	0	0	0	0
"CUBN"	0	2.91087440865438	0	0	2.78411971966805	0	0	0
"TRDMT1"	2.70502835610682	8.98686465564976	3.14836542119858	0	6.07711198315043	0	1.3952258691558	0
"DDX50"	84.8120213673548	13.6486303770231	13.512747877976	32.8178357720337	28.5862387618567	19.7384953333734	6.7471062644677	25.637468695562
"MAPK8"	11.4610373922173	4.6894692522455	10.0024819208217	10.9950691781143	2.12748769435911	15.6107678504354	6.57119819905014	0
"SEC23IP"	7.04309233683858	10.3552500788389	10.0135321384074	10.4154935492881	5.39020170399937	30.1684455824853	19.6237649494637	0
"ATE1"	0	13.651081770873	4.22627133018556	0	5.03818851265108	4.83181150020903	2.29269786214543	3.78997239558873
"NSMCE4A"	12.6837674271833	20.4633741699758	4.04592226773079	18.5123960906209	24.8815834993202	29.0308149436726	16.4525249760292	31.9836492562545
"PLEKHA1"	39.9084632029324	8.34631744774185	4.52116973479011	63.6325575973858	12.4410925430614	30.4010948928245	8.31527513729228	22.6115587799198
"PALD1"	2.25602793753971	6.21375001961039	0	0	0	0	13.0338169412469	0
"UNC5B"	0	8.60263727389142	0	0	0	0	8.8690919245415	0
"CDH23"	0	4.62376034110234	9.69194694508869	0	0	2.43721689901482	4.81230573074796	0
"VSIR"	22.3821798963647	93.3016049883374	312.451699117349	119.380020523076	126.870357733596	133.304587374372	193.267326591252	143.68907599816
"SPOCK2"	45.7426738717514	1.20717179360563	8.30001744699013	66.2099867104074	177.236037073759	178.82529184515	1.7854930495434	453.170023480929
"MICU1"	15.0611073395816	18.8264589766437	20.9100958402453	8.12007048176298	19.4423851383606	11.2665987708153	24.6696534691037	8.6687662951741
"PPP3CB"	23.4682640694404	6.41434887262203	11.0626200108256	23.2253912551754	16.7635579306171	11.8242148682194	4.94804492637735	15.995115632071
"CCSER2"	8.39158788968132	22.2894604478821	4.90613350621317	48.3083423580501	56.8077800593772	45.5384038943904	37.4394533148646	95.8892045885837
"BMPR1A"	15.1075085953144	0	0	7.70000895819302	0	0	0	0
"MINPP1"	0	10.3084358928897	1.30415496997439	15.0151173485029	24.2373256099177	20.5294498672506	6.18228522950021	24.7008458737887
"ACTA2"	11.4650868656453	15.3372618252784	23.5549449281861	19.9556841828902	23.1760346527877	13.2961057055851	4.43941567533412	53.0882877777223
"LIPA"	29.417547967248	238.388971420556	66.0548502398399	64.4361388761018	37.4061217172667	29.253914248509	53.3213006120576	41.057943921118
"TWNK"	4.91738372270471	4.22964069944211	0	0	2.99729275111443	0	0	0
"LZTS2"	5.03671357056369	6.65332173426725	0	3.72527277530018	2.52953672840794	7.01815560623576	2.07611953080327	7.53488917449366
"SFXN3"	3.39789204580231	15.5571328842752	19.7829027631851	20.6688361350606	42.0467905198385	13.8042472084162	16.2186318597234	21.4245622240948
"KAZALD1"	0	2.21389448321964	0	0	0	0	0	0
"FBXW4"	10.3772350675506	9.03361271720327	0	0	3.24480140498852	4.31093545745202	4.14838482365937	0
"FGF8"	0	0	0	0	0	0	0	0
"NPM3"	19.9689177749166	56.0712478284985	15.6940738637445	18.4922993738274	31.1129847010527	13.006275263149	36.2318663346415	7.15203635225466
"TNKS2"	19.9051060715294	20.7607181259986	29.8645189897034	15.7624390864072	10.7376670995969	16.2073845833236	35.1926455290784	6.98345347676706
"PITX3"	0	0	0	0	0	0	0	0
"GBF1"	6.07459022206774	5.2268982201919	7.26602663015968	3.98373823192167	0	3.95558716041336	12.859160214624	3.47239254617791
"ARHGAP21"	6.42125533472032	8.18978374719964	13.9086516299263	0	5.78445369147548	0	11.6861353505037	4.85132104860659
"CPEB3"	0	3.04817701749276	0	0	7.18395437630793	0	3.53434649225068	8.6617969418834
"FBXL15"	34.4974941834251	51.7637521081052	44.5828298979707	55.0945976054366	18.9360819248509	43.6020491818864	43.3313281824571	33.1826110397135
"CUEDC2"	8.95017367629031	32.4524406932299	25.1607321461494	54.9861707133207	18.0090639527945	22.9649415372123	47.5868311805183	29.4969644306
"SUFU"	3.42475748199022	2.82212100706517	2.3792484905059	0	3.40453890732697	2.98938638560539	2.25800362826871	1.38313651372332
"ANKRD26"	5.38695799251003	2.72147952852188	0.581596720945766	7.86878033203332	2.02096823721955	0	12.1720909834978	5.74086955640472
"ACBD5"	10.9882312571067	22.8700467608176	10.7670912882587	21.846399260724	0	9.8712400163015	8.78390981744695	10.8430118481858
"LHPP"	28.1074722704654	6.36867035985238	12.3343012447575	2.91954868253036	0	12.7348227253592	11.6307611663565	15.3623447229908
"LARP4B"	10.3574077314381	19.5209776108972	10.9418252273543	38.5958845404818	5.72615884584655	23.4119911178667	10.7059892776472	23.2131632483069
"GTPBP4"	23.660768835026	16.494805722191	16.068510206577	53.8638893431453	63.1928260308087	46.2084824335528	25.6301724986002	24.249402720722
"EDRF1"	19.8216787786751	4.77495083623888	2.82909128929793	12.6252636955213	5.83936396782057	15.9957834221176	7.36722257437759	18.9002900892746
"BCCIP"	39.0000478709141	32.98155505297	45.1418288562238	39.0580963025853	25.6583453659234	30.316221789434	21.1005720375084	10.3523170919574
"MTPAP"	11.7959678957654	11.2263740580805	4.07954686995195	11.3461877003437	5.43597247178977	6.23266470522801	9.13897424904808	0
"NEURL1"	0	9.54522728293404	4.17322371930613	0	0	0	0	0
"SH3PXD2A"	4.27763819845994	5.19077598703374	0	2.49957579731171	0	3.06681080995489	0.831579449607999	19.4199430477514
"PITRM1"	5.01390008889473	1.72452200761348	2.56353842892224	2.96433046148684	15.1536871069719	2.57851481685532	9.13442602649421	8.14526134743162
"STN1"	9.81738441523068	6.81535214279805	1.96392651568123	40.6865626926769	49.4252787609365	25.7259752367557	11.9996943534681	14.8497706318285
"MAP3K8"	132.712134904166	86.4169142108755	354.87649851332	158.396997909667	26.2271430187011	78.6641160000429	226.300685532349	15.1272122397137
"DKK1"	0	0	0	0	0	0	2.29269786214543	0
"EBF3"	0	0	0	0	0	0	0	0
"GLRX3"	29.5950878043913	76.1416256486936	72.1312495953687	29.3092966311325	16.9878202467141	53.2606514201036	56.9701863784271	28.0498358821986
"SORCS1"	0	0	0	0	0	0	0	0
"TASOR2"	12.0971857370997	7.10404788358734	1.55861995408543	34.3079688822679	14.0615101621972	12.580689208061	22.9735225561121	32.1341971478473
"XPNPEP1"	15.7734023223908	20.1647741061918	11.2185705006046	17.0028568756998	2.41978770578022	8.29935499451232	18.4641453353818	1.17893363371474
"SMC3"	75.9590322047355	34.9216132386981	39.4836839418905	59.855916123483	49.0335254298279	75.6480953669256	31.9233589115582	46.4362582136363
"SHOC2"	66.5107464258237	58.9073797081048	77.8375448811485	39.0643215132878	25.8254231983624	3.67359160163208	55.308002156902	29.864050492182
"TFAM"	37.3176740594487	26.6890648271792	30.6534036648562	40.2694225841295	30.7342357632511	51.1363052479076	19.6874446411063	10.2928833270619
"CCDC6"	5.57817454489305	11.2881516854627	25.7704049673813	0	14.9826239196884	0	28.6212156095183	34.6162986920859
"CUL2"	17.5255579785319	12.7937676295781	11.2912139464229	22.2224381665	29.9302913883672	11.2835039434818	16.9656171339761	13.6484164651783
"CCNY"	8.57289836150325	13.3686185633897	37.320921488588	24.4946914756232	3.05736228820529	0	29.0911865501243	0
"UBE2S"	53.8233501017755	25.8968502322719	22.5842059365677	31.0229040781418	50.2359781228651	37.7085843235655	32.3073663073542	5.32394561972829
"RPL28"	4315.61113068111	2787.70623756549	3981.45776620271	1955.99068902998	5505.73925498806	4026.08751121227	3813.13956149764	3760.09786279879
"ZMIZ1"	0	36.6543974778741	35.9639820489571	13.6487874356631	4.35380150614702	7.7710325279769	30.5095401314406	6.95201902661897
"DNAJC12"	0	2.15402726075628	0	0	0	0	0.936286002482308	0
"PPIF"	31.8855434441789	60.3557215514887	392.869498771754	23.6731481027415	40.9421487957597	49.4640905730475	126.446445831546	32.8513671461544
"PBLD"	0	2.49774035228599	0	0	0	0	0.747635570921507	0
"TSPAN14"	18.0367257263859	42.3387206108945	21.9969296361085	64.31689076656	57.4129407152055	72.5009062890036	27.3032932533937	76.9366079491144
"LGI1"	0	0	1.94977837115884	0	0	0	0	0
"TBC1D12"	0	9.06437643836714	1.24279608344932	0	0	0	15.5167310631286	6.34730842603211
"CYP2C18"	0	0	0	0	0	0	0	0
"KRT23"	0	0	0	0	0	0	0	3.65025664357715
"NUFIP2"	50.3059730984776	84.5728760840582	66.2953111660851	29.4805288709378	79.4591221609708	41.6377030824958	54.3296200288435	42.4572913033609
"GIT1"	11.4557954929627	10.6931878042189	4.94996544834167	6.41841818969572	10.9839298723314	0	8.54633133996256	10.8135710080914
"RPL19"	4383.52086822949	2191.02939424827	2827.35921020609	2151.80075409769	4719.58514696046	3337.24505491319	2740.10437316356	2930.20182370005
"FBXL20"	2.25602793753971	7.00769290108862	7.69582689446389	11.4912703707203	9.21577961933771	12.1974960619985	12.2764577941439	0
"RUNDC3A"	0	0	0	0	0	0	0.51275572082588	0
"UBTF"	26.3087569064952	38.830571431758	13.3502991545322	22.6240390026653	14.0022425991054	41.4126218125649	10.7767436828515	26.6537674819668
"CSF3"	0	0	26.564957625185	0	0	0	1.99999549461329	0
"PSMD3"	29.0089863816914	41.3535867276933	34.7635804990437	32.6058839025878	46.9073997654519	17.0441872844929	43.4781334694256	21.6692943050604
"CASC3"	27.5886014373054	28.5272182145068	10.6281814707207	8.47271990942362	25.6764789870397	19.0260442645454	18.2228049103473	32.661660583653
"RAPGEFL1"	0	0.510567823922712	9.10864343114285	0	0	0	0	0
"RGS9"	0	0	0	21.3098503411783	4.5498376602303	27.3429538925182	0.989704963237544	0
"RNF43"	8.19220495501375	0	0	0	5.07833052542484	7.83736221480368	0	0
"WNT3"	0	0	0	5.56827491590348	0	0	0	0
"ASPA"	0	0	0	0	0	0	0	0
"RAD51C"	10.3314402064962	14.8190174214803	20.0152462156675	24.8907479539844	13.9607523510883	17.7163565749931	22.2128971850564	8.24110425777424
"SEPTIN4"	0	2.52004256153026	5.1317938358388	0	0	3.78324829793933	2.82083618408688	25.252915992237
"MTMR4"	13.7802941236271	11.1599809834047	9.24632370652673	2.96433046148684	2.90903816883102	3.34714694347302	25.2205132491928	9.92936274522301
"TRIM37"	0	0.433062645348192	4.30786845146838	17.0340726708815	3.21264479238911	5.07098357062492	1.27150579997766	11.9356700278964
"P2RX1"	3.38289285437147	1.49947861638874	14.3095706636611	0	0	0	2.42816557806721	0
"DHX40"	2.80637166714801	12.2980100894897	21.2422439796128	2.35053556466401	6.05831994728188	3.88811433773648	7.11748555210763	0
"TUBD1"	12.5337800410202	0.792619976172729	10.847700368459	18.8604761031419	14.4215792890642	11.2485759464145	8.58450678731599	3.24929576288491
"KPNB1"	76.1440959851264	64.7969636114385	53.0627460089757	43.7565318210825	39.2412430689846	102.137061288616	104.429671932614	77.4818506092339
"GOSR2"	20.4247479483269	20.2202252405205	8.61642885898042	20.6397316160607	33.5692323511567	14.3746466987248	17.2043559784818	26.9796733535752
"PNPO"	4.86693668242706	14.5727471536694	0	2.89078996245793	0	0	9.27551837500217	3.24929576288491
"RPS6KB1"	25.1854681268459	1.66918519260177	2.3792484905059	11.5178761734363	13.3147467184549	23.1879903757373	13.8840305335808	13.1381029554801
"TRIM16L"	0	8.08787606658006	3.5337880643502	0	0	9.64013680339381	0.51275572082588	0
"CDK5RAP3"	91.5057553030575	53.5691969342609	29.3363354806533	45.8709220221152	60.6263394335308	54.9182450281889	54.4406670921325	50.4092502538456
"CBX1"	20.3860509149845	25.28579180159	20.9573862085321	26.4691377999049	18.006744859843	19.5196159247052	39.4860392980933	26.8358097604807
"RECQL5"	0	6.62905518316787	0	6.75032787690427	4.8863071570531	8.39477596666707	4.93224709868326	6.41439575096231
"PIGL"	3.13093005497032	2.56505625534989	5.29642429995889	2.92062492477674	4.89600973726559	6.85005910789422	3.78954337133494	20.3012722155639
"GALK1"	15.7888445746628	23.1509034566772	38.4242607845125	2.89290086746668	5.45979041192127	11.1963788288653	40.2260309718403	20.246293550179
"INTS2"	0	1.80302903611261	9.10864343114285	4.09068415532639	5.40696292651159	7.72905602199585	2.07841771440804	4.68716378199364
"CAMTA2"	0	20.4433445123775	14.5386377902509	0	3.21264479238911	11.5306863143657	7.25052226401907	45.6960465698552
"MED13"	10.6930013277709	1.72038101627336	42.6259974201384	7.07469217353325	14.105026466991	8.82635893672627	30.7605235345296	18.7034014754536
"HOXB6"	0	5.29075317371183	0	0	0	0	0.51275572082588	0
"ENO3"	0	9.00599451204596	4.38589771409723	4.21246957852541	0	0	4.88127154407715	0
"PFN1"	1045.20875555623	2859.97800524768	2505.33807930398	2500.24698136392	1850.91815230631	2052.81336085083	3020.38948026238	1762.9369740446
"RNF167"	73.2869933553704	33.2653573247878	45.7448750521317	145.713733042879	86.8446063196297	98.2561622310972	36.6837540903064	139.383278622208
"SLC25A11"	20.1396048715591	72.7443476014478	52.5099868789981	53.5798596300803	30.6404723305556	34.8490578382248	44.9927265726761	28.3088044835024
"RASD1"	3.84954379410528	13.1795974759774	21.6640291110127	16.9559562034061	14.9457175689015	19.3212973056477	18.2273850982493	18.82199031167
"CHRNE"	4.03344922421302	0	17.8871519362269	9.77039374457849	0	0	27.493180718406	0
"RAI1"	0	0	6.02833465494915	10.145176519775	7.10504120783342	2.8054241885361	0.85589125980062	0
"NUP88"	58.2255833507724	6.43695566548435	4.24673219323579	15.9538916592532	12.3525031905779	11.016281661644	15.4939633081218	13.2026208582286
"C1QBP"	127.796245826733	143.515174462246	74.5440796558726	69.6057287000091	134.754100403678	88.5475180169486	106.973856112769	67.0730857475452
"SLC6A4"	0	0	0	20.0735649422427	0	0	0	0
"BLMH"	13.3636776484488	10.8542245910697	5.20907759135063	14.2458277137521	9.20776758482731	11.9829358508624	4.55788479481711	14.1451005089217
"CPD"	0	14.9681523863348	62.4944370034986	29.7292657784175	39.8815091619262	56.4866854384287	12.562375273123	16.4409474504763
"GOSR1"	33.4691983982025	26.7042932736807	17.8344413176178	17.7636008902071	20.530806726172	35.5921029028848	14.2117522105114	11.4771547395862
"CCDC47"	57.1519230888169	40.2976995609496	29.5191303233763	7.28400561071976	11.7186858821297	36.1016826442678	63.046252517979	28.493486062758
"MED31"	32.9438668954083	21.9512816898843	3.68340346048029	32.0091880236742	12.0686505906672	32.7884275944504	10.3140908434782	10.0158242648091
"DRG2"	11.559381397084	10.8877307147631	12.3752939953064	18.6520838694076	34.352607141194	9.24289909201087	18.1777007561653	28.8511488612649
"FTSJ3"	10.3250926134055	33.9849543946956	5.3651414989261	21.4084755570305	20.7127082791472	31.1213139319356	10.3673937990121	19.0461232869857
"AKAP10"	54.7845013396411	21.2589595351076	4.99898016912772	21.1921129714728	7.03066984501167	9.26270508781782	15.0233748299394	28.2706929761436
"ALDH3A1"	0	0	0	0	0	0	0	0
"SMARCD2"	18.1527985329997	9.15720966177114	14.4432310878886	17.443765239816	1.41176237996853	2.57851481685532	12.4953680221269	0
"ICAM2"	61.9470316902258	49.2500384880351	51.5751565670983	112.872206176012	26.4445483483501	45.3394856513245	19.8452108454675	58.2118842789562
"SYNGR2"	137.836135468255	192.761449537754	138.055116343075	28.6177818840093	17.2765549666298	42.2129306213491	242.225413639855	135.304286322071
"B9D1"	0	2.65211652186245	3.52842409662506	3.92066074926135	7.540088197008	0	0.909044432868427	0
"UTP6"	35.6200729122704	14.2418909804256	6.10238583136981	16.4401700157161	6.87168915178907	11.9625847919216	27.2525429321157	6.9933663357267
"DDX5"	1306.37105054268	406.343323218893	597.656927185459	1062.90045765837	992.43147496129	1086.19785423821	757.664198398208	804.140390275669
"C17orf75"	7.81155880652923	4.53772191282213	2.8870981972108	25.9600562396534	9.82305880192344	15.6330238124015	8.14327398765447	4.85132104860659
"CYTH1"	45.5551369051254	54.4171056483319	71.4246509388831	98.9455318949678	49.8726397528385	96.6642912846361	62.2227107663811	82.4171504370856
"PSMD11"	39.0032656029368	50.1893946393692	41.5550811679627	47.8051915742345	60.367304535829	35.6528178103043	48.1963663858585	64.9762010943637
"LGALS3BP"	20.5792185852535	153.348945313356	22.9212863246394	0	34.9127362500846	9.08544510307141	12.5891503527808	9.48062407658884
"ASIC2"	0	0	0	0	0	0	0	0
"CCL7"	0	85.8336636919889	0.581596720945766	0	0	0	0	0
"CCL2"	12.7921579669496	1035.25518759897	150.907597236134	19.9926280957721	28.3300452233029	10.1173120449097	182.694890619763	50.5902282877869
"CCL8"	0	0.705688453234521	13.4156103828085	0	0	0	0	2.57859417885212
"CCL1"	0	0	0	0	0	0	0	9.40044450638233
"PEX12"	0	2.14077818230969	0	3.5044914650885	0	0	1.02518153275398	0
"DHX58"	4.24664090457869	4.25536718775902	0	7.26208754610525	2.38364665655794	0	5.56507724406191	21.4622014197045
"KAT2A"	26.0787733059479	19.8169583934875	13.8754123206329	2.89290086746668	2.08893075892273	13.0280543382546	8.3007833709879	5.67546934362868
"RAB5C"	93.4823178815535	203.031514505371	122.499209899545	117.32732874352	87.860583165221	88.0523941411594	156.676835948227	75.8976518925412
"NAGLU"	0	10.7789242828289	9.87418814434402	0	2.41191119448746	0	6.07542212563221	8.82430717904682
"HSD17B1"	3.63731997099665	0	0	0	0	3.95558716041336	0.709405017551846	0
"MLX"	15.3098177073132	51.7155623114229	49.9417926880362	45.9201500184158	17.9915102075921	29.9118138854747	43.7073370135177	48.9168947188853
"CNTNAP1"	0	0	0	0	0	0	0	0
"ABI3"	10.8991236502529	27.7345656092092	34.1724969815016	240.159774512949	36.2118654457782	86.5781503160122	68.9149281025984	26.5068960947696
"EZH1"	14.4381922541275	6.79389318450105	7.31113372511027	0	33.1933059018489	21.7235027144472	5.22291688170722	19.6172428204172
"DLX4"	0	0	0	0	0	6.1730726722275	1.70159803729745	0
"PPP1R9B"	15.4930839987575	36.9142567291068	37.9689477262172	32.3415200685819	12.6057790218139	21.970217147013	35.5323237799304	7.10312402145129
"COL1A1"	28.8702360913478	14.2522602929105	26.1428122755748	1.56223488075151	20.9954275211158	9.75344275927999	19.395342812234	18.6110772984905
"SGCA"	0	0	0	0	0	0	0	0
"MRPL27"	40.5721297568393	95.968256429234	47.2555590677577	16.3649344347867	5.41969646532391	31.7336730499106	55.7213759571364	41.7157399580174
"VAT1"	10.2008408230698	124.751507461895	22.1003266864711	0	0	6.45556788102619	26.5903359870028	14.3654017505697
"LRRC59"	36.3797752209153	56.0996486999895	58.8501117952395	21.739179973789	33.9910449117879	39.1076478384966	50.7379935936841	59.7249606883684
"RND2"	0	0	0	0	0	0	0	0
"ALOX12"	0	0	0	0	0	0	0	0
"HDAC5"	18.9849430922908	16.9850415840483	22.8038361829662	21.8682119634051	2.94203912617849	17.3172640445871	32.6474728581099	0
"ABCC3"	0	48.8122836225852	33.9622266606298	2.55684269119026	11.8285402714515	0	11.1826210316287	6.86621259249247
"LUC7L3"	195.251355833497	57.6344275253284	78.0215338499951	84.211601255975	98.1600869038773	146.652255684357	115.831245302106	141.623365616831
"PPY"	0	0	0	0	0	0	2.24130610536864	0
"MPP2"	0	0	0	0	4.5498376602303	0	0	0
"SMURF2"	25.0560839947126	7.16139605844976	5.27966906309285	16.2271531169882	27.4790957265792	5.78897059121122	6.46600144599959	4.46450463644267
"DUSP3"	16.332163641763	40.6925338841923	59.6909476112761	6.55535998344866	2.90903816883102	0	54.7360653298317	0
"EFTUD2"	24.7411002281168	24.2073140421949	9.98266000775669	20.1676891648281	7.7014144334	18.9768070466121	14.4801014405379	13.4028171907816
"HLF"	0	0	0	0	17.7267232116327	0	0	32.488015026153
"SLC16A6"	0	8.07096836443276	14.9056395060127	0	2.78411971966805	3.7598467430055	0	2.96274371958703
"PRKAR1A"	67.1039974636386	101.778672120544	100.684939885744	96.1912379071757	65.7738469172702	52.6135841111389	88.9408390647317	46.9118820840939
"EFNB3"	0	0	0	0	0	0	0	0
"FAM20A"	0	11.4235666038385	18.3599062172215	0	0	0	7.84626711174974	5.16568453861611
"YWHAE"	122.098305080442	214.44992640714	215.320281622084	118.986569410812	135.579652405699	73.5328340169562	192.693538988951	79.2477323239589
"MMD"	13.1766853898063	16.008812427576	8.22219947601068	6.76466477806528	18.7972889973144	10.2757926844458	14.802492959244	10.5566316466353
"RANGRF"	33.3011341403705	43.1749123950677	15.7642272723765	25.7508634856933	36.9627632514257	45.2354669712723	20.0676629427902	21.355971579554
"DPH1"	0	0.981180562872252	0	0	0	0	2.77669284192075	0
"MAP2K6"	0	11.6813684238344	0	0	2.17796137022009	7.38016975033322	4.13180216059274	0.963111653405378
"DHRS7B"	14.6952762482275	9.74972753741764	1.96760268114398	62.606701770495	7.17355746819161	12.4947490718016	11.8852425134025	13.3470165762963
"WSB1"	197.86671342399	119.634779588825	241.586470784549	185.400635099483	139.333970849028	70.7444906999188	211.076019516407	258.350929312495
"RCVRN"	0	0	0.936327155460251	0	0	0	0	0
"MYH1"	0	0	0	0	0	0	0	0
"SLC9A3R1"	32.8380818823035	16.595259209786	43.2827956778778	118.725534919456	72.197630319406	91.228091024184	16.280193124261	22.5336831499434
"MYH3"	0	0	0	0	0	0	0	0
"NAT9"	32.2279211673946	5.59940614883061	11.8238243762472	10.1673784932248	21.3940434528093	37.0428028194216	11.0168851745161	56.167844222848
"TMEM104"	5.0725766554793	14.0599589682551	8.77179549606497	4.3580060486401	0	11.5880395215825	0.747635570921507	3.24929576288491
"VTN"	0	0.729936181478334	0	0	0	0	4.93230558062393	0
"TNFAIP1"	4.29793765228353	4.12275354070935	7.55565324292436	1.60821093989946	9.13792498739503	2.5865611672877	5.36906851295416	1.71373865105325
"IFT20"	24.6784000664941	34.3427512190909	57.3066601665469	35.7243579356936	19.65085549578	26.7217792346211	51.7336204590108	9.27635267881897
"TMEM97"	7.10617433788595	3.4580265256152	0	8.93594499692447	5.35850951841407	8.80416127759345	14.1953955821513	16.1318054402377
"CDR2L"	0	0	0	0	0	0	0	0
"PMP22"	2.21293185832032	139.473060423564	83.6815656035318	15.1107502653147	5.34581978645301	0	118.888268289274	2.10440971473362
"FOXN1"	0	0	0	0	0	0	0	0
